0.000100 	0.000100 	0.000100 	0.000100 	0.000100 	0.000100 	0.000100 	0.000100 	0.000100 	0.000100 	0.000100 	0.000100 	0.000100 	0.000100 	0.000100 	0.000100 	0.000100 	0.000100 	0.000100 	0.000100 	0.000100 	0.000100 	0.000100 	0.000100 	0.000100 	0.000100 	0.000100 	0.000100 	0.000100 	0.000100 	0.000100 	0.000100 	0.000100 	0.000100 	0.000100 	0.000100 	0.000100 	0.000100 	0.000100 	0.000100 	0.000100 	0.000100 	0.000100 	0.000100 	0.000100 	0.000100 	0.000100 	0.000100 	0.000100 	0.000100 
0.010000 	0.010000 	0.010000 	0.010000 	0.010000 	0.010000 	0.010000 	0.010000 	0.010000 	0.010000 	0.010000 	0.010000 	0.010000 	0.010000 	0.010000 	0.010000 	0.010000 	0.010000 	0.010000 	0.010000 	0.010000 	0.010000 	0.010000 	0.010000 	0.010000 	0.010000 	0.010000 	0.010000 	0.010000 	0.010000 	0.010000 	0.010000 	0.010000 	0.010000 	0.010000 	0.010000 	0.010000 	0.010000 	0.010000 	0.010000 	0.010000 	0.010000 	0.010000 	0.010000 	0.010000 	0.010000 	0.010000 	0.010000 	0.010000 	0.010000 
0.020000 	0.020000 	0.020000 	0.020000 	0.020000 	0.020000 	0.020000 	0.020000 	0.020000 	0.020000 	0.020000 	0.020000 	0.020000 	0.020000 	0.020000 	0.020000 	0.020000 	0.020000 	0.020000 	0.020000 	0.020000 	0.020000 	0.020000 	0.020000 	0.020000 	0.020000 	0.020000 	0.020000 	0.020000 	0.020000 	0.020000 	0.020000 	0.020000 	0.020000 	0.020000 	0.020000 	0.020000 	0.020000 	0.020000 	0.020000 	0.020000 	0.020000 	0.020000 	0.020000 	0.020000 	0.020000 	0.020000 	0.020000 	0.020000 	0.020000 
0.033600 	0.033600 	0.033600 	0.033600 	0.033600 	0.033600 	0.033600 	0.033600 	0.033600 	0.033600 	0.033600 	0.033600 	0.033600 	0.033600 	0.033600 	0.033600 	0.033600 	0.033600 	0.033600 	0.033600 	0.033600 	0.033600 	0.033600 	0.033600 	0.033600 	0.033600 	0.033600 	0.033600 	0.033600 	0.033600 	0.033600 	0.033600 	0.033600 	0.033600 	0.033600 	0.033600 	0.033600 	0.033600 	0.033600 	0.033600 	0.033600 	0.033600 	0.033600 	0.033600 	0.033600 	0.033600 	0.033600 	0.033600 	0.033600 	0.033600 
0.054371 	0.054371 	0.054371 	0.054371 	0.054371 	0.054371 	0.054371 	0.054371 	0.054371 	0.054371 	0.054371 	0.054371 	0.054371 	0.054371 	0.054371 	0.054371 	0.054371 	0.054371 	0.054371 	0.054371 	0.054371 	0.054371 	0.054371 	0.054371 	0.054371 	0.054371 	0.054371 	0.054371 	0.054371 	0.054371 	0.054371 	0.054371 	0.054371 	0.054371 	0.054371 	0.054371 	0.054371 	0.054371 	0.054371 	0.054371 	0.054371 	0.054371 	0.054371 	0.054371 	0.054371 	0.054371 	0.054371 	0.054371 	0.054371 	0.054371 
0.085176 	0.085176 	0.085176 	0.085176 	0.085176 	0.085176 	0.085176 	0.085176 	0.085176 	0.085176 	0.085176 	0.085176 	0.085176 	0.085176 	0.085176 	0.085176 	0.085176 	0.085176 	0.085176 	0.085176 	0.085176 	0.085176 	0.085176 	0.085176 	0.085176 	0.085176 	0.085176 	0.085176 	0.085176 	0.085176 	0.085176 	0.085176 	0.085176 	0.085176 	0.085176 	0.085176 	0.085176 	0.085176 	0.085176 	0.085176 	0.085176 	0.085176 	0.085176 	0.085176 	0.085176 	0.085176 	0.085176 	0.085176 	0.085176 	0.085176 
0.129707 	0.129707 	0.129707 	0.129707 	0.129707 	0.129707 	0.129707 	0.129707 	0.129707 	0.129707 	0.129707 	0.129707 	0.129707 	0.129707 	0.129707 	0.129707 	0.129707 	0.129707 	0.129707 	0.129707 	0.129707 	0.129707 	0.129707 	0.129707 	0.129707 	0.129707 	0.129707 	0.129707 	0.129707 	0.129707 	0.129707 	0.129707 	0.129707 	0.129707 	0.129707 	0.129707 	0.129707 	0.129707 	0.129707 	0.129707 	0.129707 	0.129707 	0.129707 	0.129707 	0.129707 	0.129707 	0.129707 	0.129707 	0.129707 	0.129707 
0.192651 	0.192651 	0.192651 	0.192651 	0.192651 	0.192651 	0.192651 	0.192651 	0.192651 	0.192651 	0.192651 	0.192651 	0.192651 	0.192651 	0.192651 	0.192651 	0.192651 	0.192651 	0.192651 	0.192651 	0.192651 	0.192651 	0.192651 	0.192651 	0.192651 	0.192651 	0.192651 	0.192651 	0.192651 	0.192651 	0.192651 	0.192651 	0.192651 	0.192651 	0.192651 	0.192651 	0.192651 	0.192651 	0.192651 	0.192651 	0.192651 	0.192651 	0.192651 	0.192651 	0.192651 	0.192651 	0.192651 	0.192651 	0.192651 	0.192651 
0.279866 	0.279866 	0.279866 	0.279866 	0.279866 	0.279866 	0.279866 	0.279866 	0.279866 	0.279866 	0.279866 	0.279866 	0.279866 	0.279866 	0.279866 	0.279866 	0.279866 	0.279866 	0.279866 	0.279866 	0.279866 	0.279866 	0.279866 	0.279866 	0.279866 	0.279866 	0.279866 	0.279866 	0.279866 	0.279866 	0.279866 	0.279866 	0.279866 	0.279866 	0.279866 	0.279866 	0.279866 	0.279866 	0.279866 	0.279866 	0.279866 	0.279866 	0.279866 	0.279866 	0.279866 	0.279866 	0.279866 	0.279866 	0.279866 	0.279866 
0.398590 	0.398590 	0.398590 	0.398590 	0.398590 	0.398590 	0.398590 	0.398590 	0.398590 	0.398590 	0.398590 	0.398590 	0.398590 	0.398590 	0.398590 	0.398590 	0.398590 	0.398590 	0.398590 	0.398590 	0.398590 	0.398590 	0.398590 	0.398590 	0.398590 	0.398590 	0.398590 	0.398590 	0.398590 	0.398590 	0.398590 	0.398590 	0.398590 	0.398590 	0.398590 	0.398590 	0.398590 	0.398590 	0.398590 	0.398590 	0.398590 	0.398590 	0.398590 	0.398590 	0.398590 	0.398590 	0.398590 	0.398590 	0.398590 	0.398590 
