185.929474 	193.092575 	198.946350 	181.003464 	190.974319 	196.961212 	188.042221 	191.752319 	179.878555 	188.420151 	190.976242 	193.617889 	188.279938 	191.897537 	172.022842 	202.626694 	176.476837 	192.888336 	189.638306 	196.239807 	200.453629 	180.499100 	196.207291 	198.200867 	193.790680 	193.339767 	201.351501 	205.709503 	193.443466 	185.447510 	194.205338 	194.676651 	192.556458 	199.528030 	200.538330 	195.733475 	215.898560 	190.832016 	185.240173 	178.960571 	205.658508 	180.576324 	188.115692 	180.308350 	192.042557 	189.206085 	210.917984 	185.880249 	208.749115 	201.727097 
185.929474 	193.092575 	198.946350 	181.003464 	190.974319 	196.961212 	188.042221 	191.752319 	179.878555 	188.420151 	190.976242 	193.617889 	188.279938 	191.897537 	172.022842 	202.626694 	176.476837 	192.888336 	189.638306 	196.239807 	200.453629 	180.499100 	196.207291 	198.200867 	193.790680 	193.339767 	201.351501 	205.709503 	193.443466 	185.447510 	194.205338 	194.676651 	192.556458 	199.528030 	200.538330 	195.733475 	215.898560 	190.832016 	185.240173 	178.960571 	205.658508 	180.576324 	188.115692 	180.308350 	192.042557 	189.206085 	210.917984 	185.880249 	208.749115 	201.727097 
191.753418 	198.500534 	209.013931 	186.842972 	197.346039 	203.732635 	194.826218 	198.107025 	192.956558 	195.434357 	193.897827 	193.995407 	196.109116 	197.449844 	184.006821 	211.367081 	188.457108 	203.037323 	199.901291 	204.596756 	209.459747 	191.500824 	206.534668 	206.340195 	202.579926 	201.808502 	214.616043 	211.369888 	203.073578 	194.917740 	200.498596 	199.783356 	202.259842 	210.808807 	210.667343 	205.294006 	225.145248 	198.376221 	192.203308 	191.991196 	215.091003 	194.541840 	193.126160 	186.581619 	193.735413 	196.432007 	218.545837 	192.531021 	219.722702 	212.738449 
197.848633 	204.382156 	216.836761 	193.111969 	202.984451 	209.187851 	201.816086 	202.601608 	204.780640 	203.013428 	200.589020 	202.381195 	203.470016 	204.475464 	196.967712 	217.011414 	200.340424 	210.825882 	208.285370 	210.917389 	216.622849 	201.992310 	213.393448 	212.823486 	211.133530 	208.527359 	224.507019 	215.490906 	210.489258 	202.178329 	206.370819 	206.124481 	210.633408 	219.425262 	219.703995 	213.251236 	233.499252 	205.704498 	199.915741 	204.668564 	223.947189 	205.599396 	198.105652 	196.765686 	195.046646 	203.179459 	226.674515 	200.271317 	229.352081 	222.367966 
206.100311 	214.437195 	225.864914 	202.959824 	208.827072 	214.905563 	212.404526 	209.332840 	217.649368 	214.299637 	212.484833 	214.958206 	213.444977 	212.991745 	213.659256 	222.261978 	215.083939 	217.408554 	217.704254 	215.511566 	225.009720 	215.394119 	220.251953 	218.930008 	222.061203 	217.155731 	231.964813 	220.073715 	218.938354 	211.073273 	215.312012 	215.929489 	221.310089 	227.299942 	231.549911 	221.490128 	239.432236 	215.451416 	211.634460 	221.223282 	237.544754 	217.613632 	205.975250 	209.406967 	199.706146 	212.530914 	236.716690 	212.227295 	238.256500 	234.263336 
215.591400 	226.374741 	236.994217 	215.076477 	218.970322 	223.858292 	224.676407 	220.546387 	230.421188 	226.733536 	224.381622 	224.945572 	224.410995 	223.389130 	228.463760 	229.049805 	228.343292 	225.244064 	225.138687 	222.788788 	231.571503 	227.074493 	226.753571 	225.140640 	234.426392 	227.291367 	239.987350 	228.401733 	229.780472 	221.584244 	227.012070 	227.724091 	233.075546 	234.716095 	252.699310 	229.357727 	245.942703 	226.503830 	224.469864 	235.801132 	249.062057 	231.264526 	219.348892 	221.185074 	211.026428 	222.949951 	247.065750 	225.192276 	246.153061 	245.254196 
226.455994 	238.970612 	247.047485 	227.109177 	226.721756 	233.559113 	235.081650 	231.982391 	241.139389 	236.716034 	235.498734 	233.140656 	234.085785 	232.728943 	240.715530 	233.594818 	240.986740 	232.738449 	232.420807 	231.690735 	237.468140 	236.430969 	231.655563 	231.338196 	244.738098 	235.188965 	249.365372 	237.858917 	239.765701 	231.873230 	237.175293 	237.107285 	243.142807 	241.515869 	272.001129 	235.775635 	255.276917 	235.437775 	233.983353 	246.114563 	254.150223 	242.331787 	235.520844 	231.302277 	223.212616 	231.681946 	258.442749 	236.348785 	252.641052 	252.580994 
236.044434 	249.811371 	256.198608 	237.477570 	234.921982 	241.777878 	242.845016 	242.316956 	249.331284 	244.617065 	245.124222 	242.153641 	241.527618 	240.539871 	250.863571 	236.326981 	250.911621 	239.754257 	240.234512 	239.083435 	241.625641 	245.237503 	236.588608 	236.597580 	253.362411 	240.016266 	257.333344 	245.336487 	247.287857 	239.874741 	245.197556 	244.511444 	250.253128 	246.753235 	282.667633 	241.136536 	262.477905 	240.877106 	242.203796 	254.399597 	257.987854 	250.930130 	249.623489 	239.704132 	232.835602 	238.988846 	266.638763 	245.237701 	257.120026 	254.347885 
242.952667 	256.569672 	263.914856 	243.837814 	241.084961 	247.455688 	249.040894 	249.604584 	254.174255 	250.179459 	251.351471 	250.571259 	246.051895 	246.786057 	259.844971 	236.439240 	257.818512 	246.809952 	247.202087 	244.921509 	244.342850 	251.987946 	239.840164 	239.776215 	258.511383 	242.339508 	262.481049 	249.646072 	252.332458 	244.233261 	248.640976 	250.668701 	253.065445 	249.389664 	284.777222 	244.999512 	265.997833 	244.236465 	248.230591 	259.274597 	260.416077 	254.784348 	257.614624 	246.169266 	237.697388 	246.874664 	267.839142 	251.131271 	258.697113 	248.100281 
249.397476 	261.108978 	270.612915 	248.378403 	249.638153 	251.649963 	254.872742 	253.752838 	257.611450 	254.285721 	255.472794 	255.099747 	250.360275 	254.368195 	268.102692 	238.601715 	263.887939 	252.591766 	253.579300 	249.933441 	247.257874 	258.113556 	240.406311 	241.056091 	259.627136 	244.795929 	264.630371 	252.014603 	254.699066 	248.778168 	249.645645 	256.561584 	254.443329 	251.562698 	282.108429 	249.412369 	269.926575 	248.024994 	252.885666 	263.781830 	263.738373 	256.004120 	260.418335 	251.239731 	241.305969 	254.856796 	266.167999 	256.299835 	260.376312 	233.012726 
