3.135278 	1.124270 	1.711628 	3.998399 	1.690667 	1.444966 	2.110007 	1.414484 	3.112605 	1.318753 	2.925883 	1.969031 	2.640954 	3.689900 	2.500184 	1.957038 	8.103653 	5.416485 	3.881873 	2.344940 	3.049907 	3.692528 	1.821101 	1.158019 	1.175493 	1.591627 	1.748650 	2.497719 	1.624119 	2.631883 	2.070879 	0.761255 	0.944016 	1.243562 	2.227439 	2.600433 	1.711459 	4.080648 	1.474112 	3.010535 	1.649405 	2.378120 	2.870447 	7.495268 	1.214176 	5.481915 	3.490974 	1.369480 	1.169942 	2.282176 
3.135278 	1.124271 	1.711627 	3.998395 	1.690667 	1.444967 	2.110007 	1.414485 	3.112603 	1.318754 	2.925881 	1.969031 	2.640955 	3.689897 	2.500187 	1.957037 	8.103642 	5.416482 	3.881873 	2.344942 	3.049903 	3.692529 	1.821100 	1.158020 	1.175495 	1.591626 	1.748649 	2.497718 	1.624119 	2.631882 	2.070878 	0.761257 	0.944017 	1.243563 	2.227440 	2.600432 	1.711460 	4.080646 	1.474114 	3.010535 	1.649407 	2.378119 	2.870447 	7.495259 	1.214177 	5.481908 	3.490972 	1.369481 	1.169944 	2.282177 
4.379476 	1.553595 	2.119538 	6.181794 	2.167698 	1.892496 	2.983715 	1.911356 	4.288309 	1.913495 	4.725813 	3.312123 	3.689331 	5.185152 	3.281318 	2.723541 	10.675556 	6.572193 	4.659490 	3.099383 	3.635077 	4.926648 	2.118103 	1.666652 	1.528690 	2.027823 	2.155977 	2.961957 	1.956331 	3.856658 	2.922261 	0.983352 	1.384670 	1.497397 	2.307687 	4.101692 	1.980952 	4.982259 	2.099558 	4.782154 	1.818862 	3.517531 	3.712806 	9.881575 	1.708955 	7.610754 	3.990562 	1.981594 	1.319015 	2.917211 
5.550465 	1.919143 	2.630882 	8.646082 	2.799914 	2.506929 	3.856485 	2.513789 	5.307078 	2.456293 	6.442613 	4.184370 	4.284660 	5.789146 	3.547831 	3.333217 	11.706285 	7.615426 	5.388054 	3.748395 	4.221101 	5.554881 	2.424750 	1.857800 	1.897871 	2.520124 	2.356909 	3.559513 	2.393754 	5.078402 	3.823101 	1.270482 	1.815525 	1.715929 	2.534510 	5.292681 	2.264838 	5.834552 	2.543096 	5.462956 	2.242671 	4.471721 	4.771447 	11.080032 	2.298655 	9.410865 	4.613541 	2.545678 	1.434524 	3.478719 
6.651989 	2.498778 	2.919054 	10.496537 	4.041432 	3.587406 	4.840837 	3.455171 	6.593188 	3.135020 	8.200392 	4.441705 	4.765105 	6.787908 	3.640161 	4.310452 	12.017436 	8.538102 	5.887046 	4.237588 	4.795174 	5.753879 	2.901829 	1.906735 	2.335204 	4.031876 	2.970942 	5.031651 	3.035867 	6.542376 	5.118323 	1.673263 	2.421591 	2.133550 	3.038164 	6.061925 	2.876727 	6.733732 	3.100461 	5.816119 	2.438924 	5.332477 	5.895169 	11.699217 	2.939227 	10.863007 	5.568502 	3.111149 	1.520512 	4.070140 
7.143481 	3.264162 	3.548814 	10.988089 	5.736798 	4.478454 	5.710254 	4.270638 	7.972013 	3.821391 	8.547831 	5.568574 	5.333953 	8.468317 	3.663521 	5.581826 	12.230244 	8.707880 	5.960010 	4.306244 	5.570460 	5.841178 	3.956603 	2.788364 	2.775770 	5.639159 	3.740540 	7.005521 	3.788852 	7.139964 	6.897068 	2.183140 	2.982731 	2.661074 	3.665472 	7.203546 	3.852145 	7.419471 	3.697804 	5.887083 	2.620145 	5.980640 	6.260428 	11.878654 	3.289783 	11.714263 	6.336626 	3.596493 	1.876485 	4.525873 
7.223494 	4.112599 	4.790473 	11.044696 	6.260455 	4.621475 	6.163196 	4.528375 	8.889141 	4.469238 	9.537843 	6.243186 	5.936535 	9.070953 	3.678521 	7.011371 	12.351862 	8.735889 	5.958774 	4.299983 	6.848165 	5.842925 	6.104517 	3.707608 	3.178181 	6.865270 	4.837414 	8.268565 	4.919076 	7.157684 	7.845530 	2.550338 	3.535675 	3.088116 	4.151550 	7.397068 	4.787420 	7.672206 	4.186384 	6.179052 	3.102502 	7.254424 	6.332856 	11.892460 	3.314462 	11.938608 	6.411803 	3.945711 	2.330876 	5.267691 
7.211837 	4.257760 	5.946149 	11.024483 	6.239105 	4.627723 	6.285818 	4.591385 	9.203877 	4.643477 	9.690333 	6.434939 	6.157739 	9.664608 	3.701475 	7.773962 	12.332812 	8.736567 	5.963799 	4.294959 	9.803321 	5.844517 	6.987656 	4.566567 	3.374124 	7.456682 	6.073048 	8.944674 	6.441649 	7.181213 	8.749681 	2.736598 	3.857854 	3.623989 	4.690005 	7.477498 	5.392888 	7.666670 	4.424747 	6.269669 	3.228095 	8.491177 	6.399381 	11.887406 	3.301540 	11.912942 	6.783459 	4.148527 	2.938125 	5.591871 
7.150410 	4.259158 	6.944825 	10.934678 	6.194008 	4.628384 	6.281691 	4.570495 	9.252671 	4.628991 	9.661912 	6.423960 	6.125123 	9.614154 	3.666433 	7.872440 	12.252826 	8.712097 	5.968668 	4.278986 	11.837717 	5.844596 	7.695132 	4.917427 	3.403771 	7.513793 	7.020005 	9.347069 	6.547277 	7.156009 	9.536457 	2.744195 	3.920888 	4.292615 	5.277597 	7.456450 	5.690943 	7.599448 	4.441738 	6.270764 	3.550450 	8.654333 	6.408513 	11.834889 	3.278819 	11.816745 	7.679151 	4.180601 	3.548009 	5.327791 
7.013643 	4.295458 	7.198541 	10.767530 	6.146135 	4.608160 	6.219835 	4.547575 	9.192977 	4.566360 	9.544271 	6.376361 	6.037289 	9.547133 	3.612127 	7.827703 	12.024773 	8.635051 	5.924688 	4.228890 	12.056488 	5.794182 	7.825465 	5.032014 	3.371787 	7.440817 	7.362276 	9.279620 	6.496601 	7.100728 	9.822301 	2.736957 	3.924361 	4.716735 	5.512525 	7.345780 	5.432906 	7.472698 	4.402597 	6.224799 	3.833185 	8.535486 	6.383768 	11.722293 	3.249002 	11.647233 	8.111220 	4.145613 	3.743443 	5.161228 
6.874152 	4.262090 	6.876031 	10.684750 	6.002870 	4.586277 	6.115955 	4.441119 	8.975032 	4.459871 	9.306004 	6.252167 	5.875866 	9.386099 	3.560878 	7.757671 	11.743586 	8.488262 	5.827814 	4.132649 	11.982238 	5.714840 	7.825332 	5.150193 	3.315482 	7.317232 	7.410928 	9.247298 	6.520847 	7.034560 	9.812604 	2.723915 	3.913774 	4.795832 	5.583383 	7.102253 	5.099030 	7.225657 	4.307350 	6.113206 	3.925114 	8.270271 	6.359940 	11.628180 	3.226941 	11.329090 	8.092816 	4.097054 	3.704507 	5.239844 
6.770516 	4.251663 	6.532263 	10.657529 	5.761041 	4.579279 	5.952015 	4.250142 	8.549638 	4.306496 	8.980519 	6.047182 	5.624944 	9.192556 	3.512946 	7.685579 	11.535746 	8.275728 	5.691853 	4.005029 	12.017039 	5.642116 	7.743361 	5.164393 	3.206910 	7.112295 	7.396754 	9.063549 	6.530817 	6.956188 	9.769296 	2.664338 	3.892436 	4.769747 	5.574635 	6.776789 	5.147060 	6.938978 	4.172832 	6.006183 	3.934979 	7.965725 	6.352031 	11.526703 	3.183709 	10.731088 	7.989616 	3.980692 	3.331528 	5.427814 
6.701743 	4.257563 	6.749864 	10.634189 	5.493465 	4.555475 	5.631679 	4.046009 	8.210228 	4.094740 	8.607924 	5.872264 	5.458567 	8.824312 	3.388198 	7.606663 	11.330050 	8.037949 	5.545040 	3.890849 	11.887264 	5.560636 	7.598719 	5.115481 	3.075225 	6.889418 	7.366241 	8.813150 	6.519483 	6.909424 	9.656232 	2.515309 	3.834370 	4.708999 	5.578424 	6.432609 	5.167010 	6.671094 	4.034322 	5.745152 	3.862815 	7.574376 	6.073649 	11.338087 	3.162311 	9.979829 	7.956810 	3.789449 	2.713149 	5.565505 
6.656951 	4.261990 	6.902379 	10.560870 	5.387273 	4.533323 	5.242633 	3.761075 	7.907342 	3.845953 	8.287350 	5.581488 	5.218551 	8.794885 	3.273141 	7.508478 	11.145942 	7.824388 	5.405331 	3.819646 	11.660461 	5.454406 	7.404035 	5.112292 	2.917684 	6.712870 	7.361164 	8.681211 	6.367676 	6.826937 	9.432090 	2.348725 	3.733230 	4.650999 	5.600031 	6.232789 	5.279398 	6.473882 	3.863254 	5.562850 	3.815800 	7.364644 	5.886104 	11.104127 	3.106467 	9.486600 	7.966338 	3.549392 	3.207471 	5.556065 
6.538714 	4.241871 	6.880478 	10.405696 	5.133788 	4.496036 	4.964510 	3.470351 	7.671176 	3.633770 	8.001800 	5.396964 	4.969226 	8.312092 	3.218787 	7.376897 	10.939228 	7.644664 	5.250215 	3.761387 	11.456501 	5.347129 	7.197608 	5.000349 	2.771806 	6.525251 	7.325400 	8.558408 	6.300193 	6.714111 	8.950076 	2.205321 	3.566534 	4.592643 	5.574844 	6.110847 	5.315668 	6.328205 	3.736996 	5.377123 	3.821582 	7.163378 	5.862814 	10.808920 	3.045780 	9.229841 	7.991276 	3.408227 	3.464998 	5.405057 
6.349348 	4.221730 	6.839616 	10.236558 	4.796817 	4.417349 	4.712685 	3.346595 	7.645149 	3.510464 	7.684481 	5.119709 	4.839283 	7.759874 	3.172546 	7.175772 	10.693408 	7.479583 	5.097970 	3.692817 	11.237187 	5.223090 	7.138551 	4.789258 	2.583805 	6.402225 	7.247972 	8.541381 	6.218953 	6.621949 	8.466815 	2.100044 	3.463802 	4.528006 	5.550518 	5.962745 	5.306945 	6.090650 	3.573005 	5.207276 	3.837062 	6.918495 	5.830569 	10.479261 	2.993836 	8.988431 	7.994560 	3.267246 	3.628938 	5.202281 
